avoir	/avwaʁ/	to have	irregular	irregular family	Irregular auxiliary: ai/as/a, av-, aur-, eu, ay-, euss-.	Stems: ai-/av-/aur-/eu-/ay-/euss-.	Highly irregular; memorize the auxiliary forms.	avoir	eu	With avoir, the past participle usually agrees only with a preceding direct object.	spoken	high	indicatif	présent	je	j’	Say: I have an idea.	J’ai une idée.	/ʒe yn ide/	Elide je before vowel.						avoir — indicatif présent — j’	j’ai	/ʒe/	Irregular avoir form.		
avoir	/avwaʁ/	to have	irregular	irregular family	Irregular auxiliary: ai/as/a, av-, aur-, eu, ay-, euss-.	Stems: ai-/av-/aur-/eu-/ay-/euss-.	Highly irregular; memorize the auxiliary forms.	avoir	eu	With avoir, the past participle usually agrees only with a preceding direct object.	spoken	high	indicatif	présent	tu	tu	Say: you are right.	Tu as raison.	/ty a ʁɛzɔ̃/							avoir — indicatif présent — tu	tu as	/ty a/	Irregular avoir form.		
avoir	/avwaʁ/	to have	irregular	irregular family	Irregular auxiliary: ai/as/a, av-, aur-, eu, ay-, euss-.	Stems: ai-/av-/aur-/eu-/ay-/euss-.	Highly irregular; memorize the auxiliary forms.	avoir	eu	With avoir, the past participle usually agrees only with a preceding direct object.	spoken	high	indicatif	présent	il	il	Say: he is afraid.	Il a peur.	/il a pœʁ/							avoir — indicatif présent — il	il a	/il a/	Irregular avoir form.		
avoir	/avwaʁ/	to have	irregular	irregular family	Irregular auxiliary: ai/as/a, av-, aur-, eu, ay-, euss-.	Stems: ai-/av-/aur-/eu-/ay-/euss-.	Highly irregular; memorize the auxiliary forms.	avoir	eu	With avoir, the past participle usually agrees only with a preceding direct object.	spoken	high	indicatif	présent	elle	elle	Say: she has time.	Elle a le temps.	/ɛl a lə tɑ̃/							avoir — indicatif présent — elle	elle a	/ɛl a/	Irregular avoir form.		
avoir	/avwaʁ/	to have	irregular	irregular family	Irregular auxiliary: ai/as/a, av-, aur-, eu, ay-, euss-.	Stems: ai-/av-/aur-/eu-/ay-/euss-.	Highly irregular; memorize the auxiliary forms.	avoir	eu	With avoir, the past participle usually agrees only with a preceding direct object.	spoken	high	indicatif	présent	on	on	Say: we have a problem, using on.	On a un problème.	/ɔ̃n‿a œ̃ pʁɔblɛm/	Watch the liaison before the vowel.						avoir — indicatif présent — on	on a	/ɔ̃n‿a/	Irregular avoir form.		
avoir	/avwaʁ/	to have	irregular	irregular family	Irregular auxiliary: ai/as/a, av-, aur-, eu, ay-, euss-.	Stems: ai-/av-/aur-/eu-/ay-/euss-.	Highly irregular; memorize the auxiliary forms.	avoir	eu	With avoir, the past participle usually agrees only with a preceding direct object.	spoken	high	indicatif	présent	nous	nous	Say: we need help.	Nous avons besoin d’aide.	/nuz‿avɔ̃ bəzwɛ̃ dɛd/	Watch the liaison before the vowel.						avoir — indicatif présent — nous	nous avons	/nuz‿avɔ̃/	Irregular avoir form.		
avoir	/avwaʁ/	to have	irregular	irregular family	Irregular auxiliary: ai/as/a, av-, aur-, eu, ay-, euss-.	Stems: ai-/av-/aur-/eu-/ay-/euss-.	Highly irregular; memorize the auxiliary forms.	avoir	eu	With avoir, the past participle usually agrees only with a preceding direct object.	spoken	high	indicatif	présent	vous	vous	Say: you have your agreement.	Vous avez votre accord.	/vuz‿ave vɔtʁ akɔʁ/	Watch the liaison before the vowel.						avoir — indicatif présent — vous	vous avez	/vuz‿ave/	Irregular avoir form.		
avoir	/avwaʁ/	to have	irregular	irregular family	Irregular auxiliary: ai/as/a, av-, aur-, eu, ay-, euss-.	Stems: ai-/av-/aur-/eu-/ay-/euss-.	Highly irregular; memorize the auxiliary forms.	avoir	eu	With avoir, the past participle usually agrees only with a preceding direct object.	spoken	high	indicatif	présent	ils	ils	Say: they are hungry, masculine subject.	Ils ont faim.	/ilz‿ɔ̃ fɛ̃/	Watch the liaison before the vowel.						avoir — indicatif présent — ils	ils ont	/ilz‿ɔ̃/	Irregular avoir form.		
avoir	/avwaʁ/	to have	irregular	irregular family	Irregular auxiliary: ai/as/a, av-, aur-, eu, ay-, euss-.	Stems: ai-/av-/aur-/eu-/ay-/euss-.	Highly irregular; memorize the auxiliary forms.	avoir	eu	With avoir, the past participle usually agrees only with a preceding direct object.	spoken	high	indicatif	présent	elles	elles	Say: they feel like leaving, feminine subject.	Elles ont envie de partir.	/ɛlz‿ɔ̃ ɑ̃vi də paʁtiʁ/	Watch the liaison before the vowel.						avoir — indicatif présent — elles	elles ont	/ɛlz‿ɔ̃/	Irregular avoir form.		
avoir	/avwaʁ/	to have	irregular	irregular family	Irregular auxiliary: ai/as/a, av-, aur-, eu, ay-, euss-.	Stems: ai-/av-/aur-/eu-/ay-/euss-.	Highly irregular; memorize the auxiliary forms.	avoir	eu	With avoir, the past participle usually agrees only with a preceding direct object.	spoken	high	indicatif	imparfait	je	j’	Say: I have an idea, using avoir in indicatif imparfait.	J’avais une idée.	/ʒavɛ yn ide/	Elide je before vowel.						avoir — indicatif imparfait — j’	j’avais	/ʒavɛ/	Irregular avoir form.		
